Order ID,Product,Quantity Ordered,Price Each,Order Date,City,State,Category
176651,iPhone,1,700.0,2019-04-07 13:14:00, Boston,Massachusetts,Phone
176652,LG Washing Machine,1,600.0,2019-04-09 20:04:00, New York City,New York,Washing Machine
176653,AA Batteries (4-pack),1,3.84,2019-04-26 19:20:00, San Francisco,California,Batteries
176654,USB-C Charging Cable,1,11.95,2019-04-15 19:35:00, Seattle,Washington,Charging Cable
176655,Apple Airpods Headphones,1,150.0,2019-04-11 19:36:00, San Francisco,California,Headphones
176656,Google Phone,1,600.0,2019-04-12 16:42:00, New York City,New York,Phone
176657,ThinkPad Laptop,1,999.99,2019-04-23 10:16:00, Los Angeles,California,Laptop
176658,AAA Batteries (4-pack),2,2.99,2019-04-22 08:51:00, San Francisco,California,Batteries
176659,20in Monitor,1,109.99,2019-04-29 14:40:00, Dallas,Texas,Monitor
176660,AA Batteries (4-pack),1,3.84,2019-04-16 17:10:00, Boston,Massachusetts,Batteries
176661,Wired Headphones,1,11.99,2019-04-25 20:40:00, Atlanta,Georgia,Headphones
176662,34in Ultrawide Monitor,1,379.99,2019-04-05 12:46:00, Portland,Oregon,Monitor
176663,Bose SoundSport Headphones,1,99.99,2019-04-05 11:48:00, Seattle,Washington,Headphones
176664,AAA Batteries (4-pack),1,2.99,2019-04-13 18:59:00, Los Angeles,California,Batteries
176665,ThinkPad Laptop,1,999.99,2019-04-07 14:15:00, Dallas,Texas,Laptop
176666,Wired Headphones,1,11.99,2019-04-08 16:50:00, Seattle,Washington,Headphones
176667,27in 4K Gaming Monitor,1,389.99,2019-04-11 00:39:00, Los Angeles,California,Monitor
176668,AA Batteries (4-pack),1,3.84,2019-04-15 20:46:00, Dallas,Texas,Batteries
176669,27in FHD Monitor,1,149.99,2019-04-08 12:57:00, Dallas,Texas,Monitor
176670,Apple Airpods Headphones,1,150.0,2019-04-25 21:23:00, San Francisco,California,Headphones
176671,AAA Batteries (4-pack),2,2.99,2019-04-23 16:31:00, New York City,New York,Batteries
176672,Lightning Charging Cable,1,14.95,2019-04-12 11:07:00, New York City,New York,Charging Cable
176672,USB-C Charging Cable,1,11.95,2019-04-12 11:07:00, New York City,New York,Charging Cable
176673,20in Monitor,1,109.99,2019-04-10 08:17:00, Boston,Massachusetts,Monitor
176674,AAA Batteries (4-pack),3,2.99,2019-04-20 20:53:00, Austin,Texas,Batteries
176675,AAA Batteries (4-pack),1,2.99,2019-04-02 09:02:00, Seattle,Washington,Batteries
176676,LG Dryer,1,600.0,2019-04-09 00:35:00, Los Angeles,California,Dryer
176677,34in Ultrawide Monitor,1,379.99,2019-04-01 11:50:00, Austin,Texas,Monitor
176678,AA Batteries (4-pack),2,3.84,2019-04-19 22:12:00, San Francisco,California,Batteries
176679,Apple Airpods Headphones,1,150.0,2019-04-16 11:12:00, Boston,Massachusetts,Headphones
176680,USB-C Charging Cable,1,11.95,2019-04-13 11:28:00, Los Angeles,California,Charging Cable
176681,Apple Airpods Headphones,1,150.0,2019-04-20 10:39:00, Seattle,Washington,Headphones
176681,ThinkPad Laptop,1,999.99,2019-04-20 10:39:00, Seattle,Washington,Laptop
176682,Lightning Charging Cable,1,14.95,2019-04-27 06:19:00, Boston,Massachusetts,Charging Cable
176683,AA Batteries (4-pack),1,3.84,2019-04-03 13:54:00, Los Angeles,California,Batteries
176684,USB-C Charging Cable,1,11.95,2019-04-17 00:51:00, Los Angeles,California,Charging Cable
176685,34in Ultrawide Monitor,1,379.99,2019-04-23 22:53:00, New York City,New York,Monitor
176686,Wired Headphones,1,11.99,2019-04-17 15:17:00, Austin,Texas,Headphones
176687,Macbook Pro Laptop,1,1700.0,2019-04-30 10:26:00, Los Angeles,California,Laptop
176688,Flatscreen TV,1,300.0,2019-04-20 18:25:00, San Francisco,California,TV
176689,Bose SoundSport Headphones,1,99.99,2019-04-24 17:15:00, New York City,New York,Headphones
176689,AAA Batteries (4-pack),2,2.99,2019-04-24 17:15:00, New York City,New York,Batteries
176690,20in Monitor,1,109.99,2019-04-04 18:33:00, San Francisco,California,Monitor
176691,AAA Batteries (4-pack),1,2.99,2019-04-12 11:57:00, Los Angeles,California,Batteries
176692,Wired Headphones,1,11.99,2019-04-08 18:21:00, San Francisco,California,Headphones
176693,AA Batteries (4-pack),1,3.84,2019-04-22 09:00:00, San Francisco,California,Batteries
176694,USB-C Charging Cable,1,11.95,2019-04-05 20:46:00, Atlanta,Georgia,Charging Cable
176695,AA Batteries (4-pack),2,3.84,2019-04-12 20:50:00, Seattle,Washington,Batteries
176696,iPhone,1,700.0,2019-04-07 12:41:00, New York City,New York,Phone
176697,Wired Headphones,1,11.99,2019-04-20 22:38:00, New York City,New York,Headphones
176698,Bose SoundSport Headphones,1,99.99,2019-04-02 16:15:00, San Francisco,California,Headphones
176699,Bose SoundSport Headphones,1,99.99,2019-04-28 18:04:00, Boston,Massachusetts,Headphones
176700,34in Ultrawide Monitor,1,379.99,2019-04-07 23:10:00, Dallas,Texas,Monitor
176701,USB-C Charging Cable,1,11.95,2019-04-11 13:05:00, Austin,Texas,Charging Cable
176702,AA Batteries (4-pack),1,3.84,2019-04-23 19:44:00, Seattle,Washington,Batteries
176703,20in Monitor,1,109.99,2019-04-17 10:00:00, New York City,New York,Monitor
176704,AA Batteries (4-pack),2,3.84,2019-04-17 10:00:00, Seattle,Washington,Batteries
176705,Lightning Charging Cable,2,14.95,2019-04-06 09:38:00, Austin,Texas,Charging Cable
176706,Lightning Charging Cable,1,14.95,2019-04-13 13:32:00, New York City,New York,Charging Cable
176707,Apple Airpods Headphones,1,150.0,2019-04-13 10:34:00, Portland,Oregon,Headphones
176708,Wired Headphones,1,11.99,2019-04-28 23:03:00, New York City,New York,Headphones
176709,AA Batteries (4-pack),1,3.84,2019-04-24 14:17:00, Dallas,Texas,Batteries
176710,20in Monitor,2,109.99,2019-04-07 10:00:00, Dallas,Texas,Monitor
176711,Flatscreen TV,1,300.0,2019-04-30 10:58:00, Dallas,Texas,TV
176712,Google Phone,1,600.0,2019-04-20 05:21:00, San Francisco,California,Phone
176713,Wired Headphones,1,11.99,2019-04-21 10:48:00, San Francisco,California,Headphones
176714,USB-C Charging Cable,1,11.95,2019-04-26 23:34:00, Los Angeles,California,Charging Cable
176715,Apple Airpods Headphones,1,150.0,2019-04-27 16:43:00, San Francisco,California,Headphones
176716,Wired Headphones,1,11.99,2019-04-24 14:43:00, Los Angeles,California,Headphones
176717,Apple Airpods Headphones,1,150.0,2019-04-19 10:34:00, Atlanta,Georgia,Headphones
176718,Lightning Charging Cable,1,14.95,2019-04-22 19:14:00, Los Angeles,California,Charging Cable
176719,Flatscreen TV,1,300.0,2019-04-27 13:07:00, Boston,Massachusetts,TV
176720,Lightning Charging Cable,1,14.95,2019-04-21 10:35:00, Portland,Oregon,Charging Cable
176721,AAA Batteries (4-pack),1,2.99,2019-04-26 21:08:00, San Francisco,California,Batteries
176722,27in 4K Gaming Monitor,1,389.99,2019-04-01 10:57:00, New York City,New York,Monitor
176723,27in 4K Gaming Monitor,1,389.99,2019-04-19 21:31:00, Portland,Oregon,Monitor
176724,Lightning Charging Cable,1,14.95,2019-04-26 20:59:00, San Francisco,California,Charging Cable
176725,AA Batteries (4-pack),2,3.84,2019-04-15 14:33:00, San Francisco,California,Batteries
176726,USB-C Charging Cable,1,11.95,2019-04-13 18:14:00, Los Angeles,California,Charging Cable
176727,Lightning Charging Cable,1,14.95,2019-04-14 14:26:00, Los Angeles,California,Charging Cable
176728,Lightning Charging Cable,1,14.95,2019-04-21 07:38:00, Atlanta,Georgia,Charging Cable
176729,USB-C Charging Cable,1,11.95,2019-04-24 09:57:00, Seattle,Washington,Charging Cable
176730,Bose SoundSport Headphones,1,99.99,2019-04-17 08:27:00, New York City,New York,Headphones
176731,AAA Batteries (4-pack),2,2.99,2019-04-21 16:17:00, San Francisco,California,Batteries
176732,iPhone,1,700.0,2019-04-23 09:33:00, Dallas,Texas,Phone
176733,20in Monitor,1,109.99,2019-04-11 13:31:00, San Francisco,California,Monitor
176734,Apple Airpods Headphones,1,150.0,2019-04-03 22:13:00, New York City,New York,Headphones
176735,27in FHD Monitor,1,149.99,2019-04-16 23:52:00, Austin,Texas,Monitor
176736,AA Batteries (4-pack),1,3.84,2019-04-17 11:48:00, Los Angeles,California,Batteries
176737,Apple Airpods Headphones,1,150.0,2019-04-07 01:28:00, Los Angeles,California,Headphones
176738,AA Batteries (4-pack),1,3.84,2019-04-03 13:17:00, San Francisco,California,Batteries
176739,34in Ultrawide Monitor,1,379.99,2019-04-05 17:38:00, Austin,Texas,Monitor
176739,Google Phone,1,600.0,2019-04-05 17:38:00, Austin,Texas,Phone
176740,Bose SoundSport Headphones,1,99.99,2019-04-24 15:10:00, Dallas,Texas,Headphones
176741,USB-C Charging Cable,1,11.95,2019-04-29 18:49:00, San Francisco,California,Charging Cable
176742,Wired Headphones,1,11.99,2019-04-17 09:54:00, Los Angeles,California,Headphones
176743,27in 4K Gaming Monitor,1,389.99,2019-04-01 09:17:00, Atlanta,Georgia,Monitor
176744,Lightning Charging Cable,1,14.95,2019-04-14 19:59:00, Los Angeles,California,Charging Cable
176745,Wired Headphones,1,11.99,2019-04-24 09:23:00, Los Angeles,California,Headphones
176746,27in 4K Gaming Monitor,1,389.99,2019-04-08 19:04:00, Seattle,Washington,Monitor
176747,Macbook Pro Laptop,1,1700.0,2019-04-27 15:04:00, San Francisco,California,Laptop
176748,Flatscreen TV,1,300.0,2019-04-24 15:28:00, Boston,Massachusetts,TV
176749,ThinkPad Laptop,1,999.99,2019-04-26 07:55:00, Seattle,Washington,Laptop
176750,AA Batteries (4-pack),1,3.84,2019-04-13 23:52:00, Austin,Texas,Batteries
176751,AAA Batteries (4-pack),1,2.99,2019-04-18 13:01:00, San Francisco,California,Batteries
176752,AA Batteries (4-pack),1,3.84,2019-04-13 23:59:00, San Francisco,California,Batteries
176753,USB-C Charging Cable,1,11.95,2019-04-01 23:07:00, Atlanta,Georgia,Charging Cable
176754,34in Ultrawide Monitor,1,379.99,2019-04-02 17:07:00, Los Angeles,California,Monitor
176755,27in 4K Gaming Monitor,1,389.99,2019-04-09 16:21:00, Seattle,Washington,Monitor
176756,27in FHD Monitor,1,149.99,2019-04-05 17:06:00, New York City,New York,Monitor
176757,AA Batteries (4-pack),1,3.84,2019-04-11 20:28:00, Portland,Oregon,Batteries
176758,34in Ultrawide Monitor,1,379.99,2019-04-18 21:26:00, San Francisco,California,Monitor
176759,Lightning Charging Cable,1,14.95,2019-04-06 12:46:00, Los Angeles,California,Charging Cable
176760,Wired Headphones,1,11.99,2019-04-02 20:32:00, San Francisco,California,Headphones
176761,Apple Airpods Headphones,1,150.0,2019-04-26 20:00:00, San Francisco,California,Headphones
176762,AA Batteries (4-pack),1,3.84,2019-04-18 14:06:00, Seattle,Washington,Batteries
176763,USB-C Charging Cable,1,11.95,2019-04-25 13:36:00, San Francisco,California,Charging Cable
176764,Wired Headphones,1,11.99,2019-04-16 19:52:00, Atlanta,Georgia,Headphones
176765,USB-C Charging Cable,1,11.95,2019-04-14 20:44:00, San Francisco,California,Charging Cable
176766,AA Batteries (4-pack),2,3.84,2019-04-21 19:52:00, Boston,Massachusetts,Batteries
176767,27in 4K Gaming Monitor,1,389.99,2019-04-09 14:18:00, Atlanta,Georgia,Monitor
176768,Wired Headphones,1,11.99,2019-04-04 00:03:00, Los Angeles,California,Headphones
176769,AA Batteries (4-pack),1,3.84,2019-04-29 14:14:00, San Francisco,California,Batteries
176770,Wired Headphones,1,11.99,2019-04-08 17:38:00, San Francisco,California,Headphones
176771,Lightning Charging Cable,1,14.95,2019-04-24 17:40:00, New York City,New York,Charging Cable
176772,AA Batteries (4-pack),1,3.84,2019-04-10 21:48:00, New York City,New York,Batteries
176773,AAA Batteries (4-pack),2,2.99,2019-04-25 20:07:00, Portland,Maine,Batteries
176774,Lightning Charging Cable,1,14.95,2019-04-25 15:06:00, Los Angeles,California,Charging Cable
176774,USB-C Charging Cable,1,11.95,2019-04-25 15:06:00, Los Angeles,California,Charging Cable
176775,USB-C Charging Cable,2,11.95,2019-04-01 20:56:00, San Francisco,California,Charging Cable
176776,Bose SoundSport Headphones,1,99.99,2019-04-24 23:28:00, Seattle,Washington,Headphones
176777,Apple Airpods Headphones,1,150.0,2019-04-14 16:53:00, Portland,Oregon,Headphones
176778,34in Ultrawide Monitor,1,379.99,2019-04-12 17:46:00, San Francisco,California,Monitor
176779,27in FHD Monitor,1,149.99,2019-04-04 16:46:00, Atlanta,Georgia,Monitor
176780,Lightning Charging Cable,1,14.95,2019-04-18 23:51:00, New York City,New York,Charging Cable
176781,iPhone,1,700.0,2019-04-03 07:37:00, Dallas,Texas,Phone
176781,Lightning Charging Cable,1,14.95,2019-04-03 07:37:00, Dallas,Texas,Charging Cable
176782,Apple Airpods Headphones,1,150.0,2019-04-22 13:42:00, San Francisco,California,Headphones
176783,Apple Airpods Headphones,1,150.0,2019-04-05 11:40:00, San Francisco,California,Headphones
176784,AAA Batteries (4-pack),1,2.99,2019-04-08 10:14:00, Los Angeles,California,Batteries
176785,Bose SoundSport Headphones,1,99.99,2019-04-03 15:39:00, Los Angeles,California,Headphones
176786,20in Monitor,1,109.99,2019-04-06 16:40:00, San Francisco,California,Monitor
176787,Google Phone,1,600.0,2019-04-14 10:10:00, Los Angeles,California,Phone
176788,Bose SoundSport Headphones,1,99.99,2019-04-15 04:39:00, New York City,New York,Headphones
176789,Lightning Charging Cable,1,14.95,2019-04-21 20:15:00, San Francisco,California,Charging Cable
176790,AAA Batteries (4-pack),1,2.99,2019-04-28 12:07:00, Austin,Texas,Batteries
176791,Google Phone,1,600.0,2019-04-21 11:43:00, Los Angeles,California,Phone
176792,27in 4K Gaming Monitor,1,389.99,2019-04-30 19:29:00, Atlanta,Georgia,Monitor
176793,Wired Headphones,1,11.99,2019-04-17 17:09:00, San Francisco,California,Headphones
176794,Lightning Charging Cable,1,14.95,2019-04-10 21:40:00, Dallas,Texas,Charging Cable
176795,Wired Headphones,1,11.99,2019-04-13 11:46:00, San Francisco,California,Headphones
176796,Bose SoundSport Headphones,1,99.99,2019-04-07 08:44:00, Los Angeles,California,Headphones
176797,Google Phone,1,600.0,2019-04-21 08:54:00, Los Angeles,California,Phone
176797,Bose SoundSport Headphones,1,99.99,2019-04-21 08:54:00, Los Angeles,California,Headphones
176797,Wired Headphones,1,11.99,2019-04-21 08:54:00, Los Angeles,California,Headphones
176798,iPhone,1,700.0,2019-04-06 10:31:00, Atlanta,Georgia,Phone
176799,Wired Headphones,1,11.99,2019-04-03 14:24:00, Portland,Oregon,Headphones
176800,Lightning Charging Cable,1,14.95,2019-04-09 11:35:00, Atlanta,Georgia,Charging Cable
176801,Vareebadd Phone,1,400.0,2019-04-28 18:52:00, San Francisco,California,Phone
176802,AA Batteries (4-pack),1,3.84,2019-04-29 17:33:00, Boston,Massachusetts,Batteries
176803,AA Batteries (4-pack),1,3.84,2019-04-01 23:00:00, Austin,Texas,Batteries
176804,Bose SoundSport Headphones,1,99.99,2019-04-21 21:56:00, Seattle,Washington,Headphones
176805,Google Phone,1,600.0,2019-04-01 15:50:00, Portland,Oregon,Phone
176805,USB-C Charging Cable,1,11.95,2019-04-01 15:50:00, Portland,Oregon,Charging Cable
176806,Macbook Pro Laptop,1,1700.0,2019-04-22 13:26:00, Austin,Texas,Laptop
176807,USB-C Charging Cable,1,11.95,2019-04-21 17:13:00, Seattle,Washington,Charging Cable
176808,Google Phone,1,600.0,2019-04-28 18:03:00, San Francisco,California,Phone
176808,Wired Headphones,1,11.99,2019-04-28 18:03:00, San Francisco,California,Headphones
176809,Bose SoundSport Headphones,2,99.99,2019-04-19 01:14:00, San Francisco,California,Headphones
176810,AAA Batteries (4-pack),1,2.99,2019-04-30 14:57:00, Atlanta,Georgia,Batteries
176811,AA Batteries (4-pack),2,3.84,2019-04-14 23:02:00, Dallas,Texas,Batteries
176812,Wired Headphones,1,11.99,2019-04-20 16:40:00, New York City,New York,Headphones
176813,Google Phone,1,600.0,2019-04-28 18:01:00, Atlanta,Georgia,Phone
176813,Wired Headphones,1,11.99,2019-04-28 18:01:00, Atlanta,Georgia,Headphones
176814,Lightning Charging Cable,1,14.95,2019-04-09 12:09:00, New York City,New York,Charging Cable
176815,AAA Batteries (4-pack),1,2.99,2019-04-04 13:36:00, San Francisco,California,Batteries
176816,27in 4K Gaming Monitor,1,389.99,2019-04-19 20:14:00, Portland,Oregon,Monitor
176817,Lightning Charging Cable,1,14.95,2019-04-26 20:47:00, Seattle,Washington,Charging Cable
176818,Wired Headphones,1,11.99,2019-04-09 02:19:00, San Francisco,California,Headphones
176819,AA Batteries (4-pack),2,3.84,2019-04-15 05:44:00, Portland,Oregon,Batteries
176820,USB-C Charging Cable,1,11.95,2019-04-17 12:10:00, Boston,Massachusetts,Charging Cable
176821,34in Ultrawide Monitor,1,379.99,2019-04-18 15:08:00, San Francisco,California,Monitor
176822,AAA Batteries (4-pack),1,2.99,2019-04-22 19:50:00, Seattle,Washington,Batteries
176823,Wired Headphones,1,11.99,2019-04-06 20:18:00, Seattle,Washington,Headphones
176824,USB-C Charging Cable,2,11.95,2019-04-03 13:01:00, Los Angeles,California,Charging Cable
176825,LG Washing Machine,1,600.0,2019-04-13 22:31:00, San Francisco,California,Washing Machine
176826,Bose SoundSport Headphones,1,99.99,2019-04-11 00:15:00, San Francisco,California,Headphones
176827,AAA Batteries (4-pack),1,2.99,2019-04-20 13:36:00, Los Angeles,California,Batteries
176828,iPhone,1,700.0,2019-04-07 22:13:00, Seattle,Washington,Phone
176829,Wired Headphones,1,11.99,2019-04-30 09:09:00, San Francisco,California,Headphones
176830,Wired Headphones,1,11.99,2019-04-18 12:02:00, Austin,Texas,Headphones
176831,USB-C Charging Cable,1,11.95,2019-04-01 07:39:00, San Francisco,California,Charging Cable
176832,Apple Airpods Headphones,1,150.0,2019-04-19 20:21:00, Los Angeles,California,Headphones
176833,Wired Headphones,1,11.99,2019-04-21 19:32:00, Boston,Massachusetts,Headphones
176834,Lightning Charging Cable,1,14.95,2019-04-15 20:42:00, San Francisco,California,Charging Cable
176835,USB-C Charging Cable,1,11.95,2019-04-23 16:55:00, Boston,Massachusetts,Charging Cable
176836,USB-C Charging Cable,2,11.95,2019-04-10 14:20:00, Boston,Massachusetts,Charging Cable
176837,Lightning Charging Cable,1,14.95,2019-04-10 12:29:00, New York City,New York,Charging Cable
176838,Lightning Charging Cable,1,14.95,2019-04-05 18:44:00, New York City,New York,Charging Cable
